0;0.0000019999999949504854157567024230957031
1;0.0000009999999974752427078783512115478516
2;0.0000009999999974752427078783512115478516
3;0.0000009999999974752427078783512115478516
4;0.0000009999999974752427078783512115478516
5;0.0000019999999949504854157567024230957031
6;0.0000019999999949504854157567024230957031
7;0.0000009999999974752427078783512115478516
8;0.0000009999999974752427078783512115478516
9;0.0000009999999974752427078783512115478516
10;0.0000009999999974752427078783512115478516
11;0.0000019999999949504854157567024230957031
12;0.0000019999999949504854157567024230957031
13;0.0000009999999974752427078783512115478516
14;0.0000009999999974752427078783512115478516
15;0.0000009999999974752427078783512115478516
16;0.0000009999999974752427078783512115478516
17;0.0000009999999974752427078783512115478516
18;0.0000019999999949504854157567024230957031
19;0.0000019999999949504854157567024230957031
20;0.0000019999999949504854157567024230957031
21;0.0000019999999949504854157567024230957031
22;0.0000009999999974752427078783512115478516
23;0.0000009999999974752427078783512115478516
24;0.0000049999998736893758177757263183593750
25;0.0000019999999949504854157567024230957031
26;0.0000009999999974752427078783512115478516
27;0.0000009999999974752427078783512115478516
28;0.0000009999999974752427078783512115478516
29;0.0000009999999974752427078783512115478516
