0;0.0000019999999949504854157567024230957031
1;0.0000019999999949504854157567024230957031
2;0.0000030000001061125658452510833740234375
3;0.0000030000001061125658452510833740234375
4;0.0000019999999949504854157567024230957031
5;0.0000009999999974752427078783512115478516
6;0.0000019999999949504854157567024230957031
7;0.0000019999999949504854157567024230957031
8;0.0000030000001061125658452510833740234375
9;0.0000009999999974752427078783512115478516
10;0.0000009999999974752427078783512115478516
11;0.0000019999999949504854157567024230957031
12;0.0000009999999974752427078783512115478516
13;0.0000019999999949504854157567024230957031
14;0.0000019999999949504854157567024230957031
15;0.0000000000000000000000000000000000000000
16;0.0000019999999949504854157567024230957031
17;0.0000009999999974752427078783512115478516
18;0.0000009999999974752427078783512115478516
19;0.0000000000000000000000000000000000000000
20;0.0000019999999949504854157567024230957031
21;0.0000019999999949504854157567024230957031
22;0.0000000000000000000000000000000000000000
23;0.0000009999999974752427078783512115478516
24;0.0000000000000000000000000000000000000000
25;0.0000009999999974752427078783512115478516
26;0.0000000000000000000000000000000000000000
27;0.0000019999999949504854157567024230957031
28;0.0000009999999974752427078783512115478516
29;0.0000009999999974752427078783512115478516
